第2页

1. 您是在什么时候接触中文虚拟歌手的？
选项,百分比%,小计
2012年及以前,7.4%,39
2013~2014年,13.3%,70
2015~2016年,35.8%,189
2017~2018年,29.0%,153
2019~2020年,11.9%,63
今年（2021年）,2.7%,14
有效填写量,,528

2. 您常听哪些引擎的歌曲？
选项,百分比%,小计
VOCALOID,98.3%,519
Synthesizer V,69.1%,365
UTAU,32.8%,173
MUTA,6.8%,36
Ace,5.7%,30
Sharpkey / DeepVocal,8.5%,45
CeVIO,8.7%,46
其他____,1.9%,10
有效填写量,,528

3. 您常通过什么APP / 平台关注虚拟歌手领域？
问题,从来没有,几乎不看,偶尔看看,时常看看,几乎每天
Bilibili,1,1,30,135,361
网易云音乐,28,44,130,176,150
酷狗音乐,288,138,80,14,8
5sing,287,126,99,13,3
AcFun,289,134,89,10,6
新浪微博,160,78,156,79,55
百度贴吧,215,122,126,42,23
半次元,323,106,76,16,7
Lofter,230,81,129,61,27
Pixiv,220,84,127,73,24
知乎,227,110,118,54,19
豆瓣,444,64,14,3,3
有效填写量,528

4. 您喜欢什么形式的虚拟歌手作品？
问题,不喜欢,无感,一般,喜欢,很喜欢
原创音乐,0,0,5,91,432
翻调音乐,2,12,110,251,153
相声/小品/快板 等,24,92,173,140,99
直播/生日会 等,24,100,131,141,132
同人图,4,28,61,184,251
同人文,39,143,151,105,90
cosplay作品,31,150,176,108,63
有效填写量,528

5. 就【音乐作品】而言，您常以何种方式听取？
问题,从来没有,几乎没有,偶尔,时常,几乎每天
Bilibili视频,0,3,31,170,324
Bilibili音频区,38,141,203,88,58
网易云音乐,22,33,91,183,199
其它音乐平台,116,152,172,53,35
专辑本地播放,64,62,167,148,87
有效填写量,528

6. 对于投稿在Bilibili的歌曲视频，您通常如何打开？
问题,从来没有,几乎没有,偶尔,时常,几乎每天
收藏夹点进去,16,34,141,170,167
动态点进去,10,23,124,229,142
搜索,11,49,215,193,60
首页推送,3,38,133,210,144
群聊/微博上看到,56,97,197,133,45
有效填写量,528

7. 您加入了以下类别的QQ/微信群聊吗？
问题,从来没有,曾经有,1~2个,3~5个,6个及以上
官方群,255,68,161,25,19
P主群,220,37,159,78,34
民间歌姬粉丝群,223,65,152,62,26
民间P主粉丝群,283,51,138,38,18
民间一般讨论群,192,53,184,68,31
约稿群 / 社团群,304,37,143,29,15
有效填写量,528

第3页

8. 您在中文虚拟歌手领域【一共】花费过多少金钱？
选项,百分比%,小计
我从来没有花费过,10.6%,56
200元以内,19.9%,105
200~1000元,29.9%,158
1000~5000元,28.8%,152
5000~20000元,7.8%,41
20000元以上,3.0%,16
有效填写量,,528

9. 在【过去的一年】里，您在虚拟歌手领域花费如何？
选项,百分比%,小计
没有花费,16.5%,87
200元以内,28.0%,148
200~1000元,34.8%,184
1000~3000元,14.8%,78
3000~10000元,4.0%,21
10000元以上,1.9%,10
有效填写量,,528

10. 您愿意在什么领域花费？
问题,不愿意,观望 / 跟风,比较愿意,愿意
演唱会 / 线下生日会,89,163,122,152
官方周边（非专辑）,79,182,137,126
官方专辑,40,102,152,231
官方手办 / 景品 / 山山人,103,161,127,132
同人周边（非专辑）,76,186,156,104
同人专辑,43,131,165,183
声库 / 编辑器,89,137,129,171
约稿,136,160,123,104
直播打赏 / 充电,240,174,65,43
有效填写量,528

11. 您是否长期接触以下领域？
选项,百分比%,小计
日文VOCALOID,60.6%,302
真人唱见,39.2%,195
VUP、Vtb,32.7%,163
二次元游戏（原神、明日方舟、碧蓝航线等）,70.7%,352
P社游戏,14.5%,72
汉服、JK制服、Lolita等,17.5%,87
Cosplay,16.5%,82
手办圈,9.4%,47
OC圈（人设圈）,17.1%,85
有效填写量,,498

12. 您对以下领域的态度如何？
问题,反感,有些反感,一般,有些喜欢,喜欢
日文VOCALOID,2,3,108,143,272
真人唱见,4,22,234,158,109
二次元游戏,4,16,160,129,218
VUP / Vtb,47,113,208,91,68
有效填写量,528

